dbpedia-entity|bm25|direct|judge|0.3189
dbpedia-entity|bm25|direct|judge_expr|0.2429
dbpedia-entity|bm25|direct|rankgpt|0.3093
dbpedia-entity|bm25|largest_gap|judge|0.2402
dbpedia-entity|bm25|largest_gap|judge_expr|0.2533
dbpedia-entity|bm25|largest_gap|rankgpt|0.3093
dbpedia-entity|bm25|optimal_global|judge|0.2297
dbpedia-entity|bm25|optimal_global|judge_expr|0.244
dbpedia-entity|bm25|optimal_global|rankgpt|0.283
dbpedia-entity|bm25|optimal_per_topic|judge|0.2656
dbpedia-entity|bm25|optimal_per_topic|judge_expr|0.2595
dbpedia-entity|bm25|optimal_per_topic|rankgpt|0.3027
dbpedia-entity|bm25|quantile|judge|0.4207
dbpedia-entity|bm25|quantile|judge_expr|0.2993
dbpedia-entity|bm25|quantile|rankgpt|0.4039
dbpedia-entity|bm25|rank|judge|0.2219
dbpedia-entity|bm25|rank|judge_expr|0.1814
dbpedia-entity|bm25|rank|rankgpt|0.2164
dbpedia-entity|bm25|thresholding|judge|0.2366
dbpedia-entity|bm25|thresholding|judge_expr|0.2217
dbpedia-entity|bm25|thresholding|rankgpt|0.0
dbpedia-entity|bm25+judge|direct|judge|0.5607
dbpedia-entity|bm25+judge|direct|judge_expr|0.4967
dbpedia-entity|bm25+judge|direct|rankgpt|0.3688
dbpedia-entity|bm25+judge|largest_gap|judge|0.5144
dbpedia-entity|bm25+judge|largest_gap|judge_expr|0.5134
dbpedia-entity|bm25+judge|largest_gap|rankgpt|0.3688
dbpedia-entity|bm25+judge|optimal_global|judge|0.4694
dbpedia-entity|bm25+judge|optimal_global|judge_expr|0.4906
dbpedia-entity|bm25+judge|optimal_global|rankgpt|0.3648
dbpedia-entity|bm25+judge|optimal_per_topic|judge|0.5013
dbpedia-entity|bm25+judge|optimal_per_topic|judge_expr|0.4372
dbpedia-entity|bm25+judge|optimal_per_topic|rankgpt|0.3998
dbpedia-entity|bm25+judge|quantile|judge|0.5899
dbpedia-entity|bm25+judge|quantile|judge_expr|0.4967
dbpedia-entity|bm25+judge|quantile|rankgpt|0.4421
dbpedia-entity|bm25+judge|rank|judge|0.3906
dbpedia-entity|bm25+judge|rank|judge_expr|0.3402
dbpedia-entity|bm25+judge|rank|rankgpt|0.286
dbpedia-entity|bm25+judge|thresholding|judge|0.4894
dbpedia-entity|bm25+judge|thresholding|judge_expr|0.4582
dbpedia-entity|bm25+judge|thresholding|rankgpt|0.0
dbpedia-entity|bm25+judge_expr|direct|judge|0.5745
dbpedia-entity|bm25+judge_expr|direct|judge_expr|0.5251
dbpedia-entity|bm25+judge_expr|direct|rankgpt|0.4531
dbpedia-entity|bm25+judge_expr|largest_gap|judge|0.5264
dbpedia-entity|bm25+judge_expr|largest_gap|judge_expr|0.5436
dbpedia-entity|bm25+judge_expr|largest_gap|rankgpt|0.4531
dbpedia-entity|bm25+judge_expr|optimal_global|judge|0.4834
dbpedia-entity|bm25+judge_expr|optimal_global|judge_expr|0.5104
dbpedia-entity|bm25+judge_expr|optimal_global|rankgpt|0.4381
dbpedia-entity|bm25+judge_expr|optimal_per_topic|judge|0.5204
dbpedia-entity|bm25+judge_expr|optimal_per_topic|judge_expr|0.5217
dbpedia-entity|bm25+judge_expr|optimal_per_topic|rankgpt|0.4631
dbpedia-entity|bm25+judge_expr|quantile|judge|0.6323
dbpedia-entity|bm25+judge_expr|quantile|judge_expr|0.6009
dbpedia-entity|bm25+judge_expr|quantile|rankgpt|0.4985
dbpedia-entity|bm25+judge_expr|rank|judge|0.4188
dbpedia-entity|bm25+judge_expr|rank|judge_expr|0.4412
dbpedia-entity|bm25+judge_expr|rank|rankgpt|0.332
dbpedia-entity|bm25+judge_expr|thresholding|judge|0.5034
dbpedia-entity|bm25+judge_expr|thresholding|judge_expr|0.4759
dbpedia-entity|bm25+judge_expr|thresholding|rankgpt|0.0
dbpedia-entity|bm25+point|direct|judge|0.4531
dbpedia-entity|bm25+point|direct|judge_expr|0.3797
dbpedia-entity|bm25+point|direct|rankgpt|0.3572
dbpedia-entity|bm25+point|largest_gap|judge|0.372
dbpedia-entity|bm25+point|largest_gap|judge_expr|0.3911
dbpedia-entity|bm25+point|largest_gap|rankgpt|0.3572
dbpedia-entity|bm25+point|optimal_global|judge|0.354
dbpedia-entity|bm25+point|optimal_global|judge_expr|0.3819
dbpedia-entity|bm25+point|optimal_global|rankgpt|0.3579
dbpedia-entity|bm25+point|optimal_per_topic|judge|0.401
dbpedia-entity|bm25+point|optimal_per_topic|judge_expr|0.3611
dbpedia-entity|bm25+point|optimal_per_topic|rankgpt|0.3951
dbpedia-entity|bm25+point|quantile|judge|0.5196
dbpedia-entity|bm25+point|quantile|judge_expr|0.4219
dbpedia-entity|bm25+point|quantile|rankgpt|0.4609
