dbpedia-entity|bm25|direct|judge|0.3077
dbpedia-entity|bm25|direct|judge_expr|0.2516
dbpedia-entity|bm25|direct|rankgpt|0.3122
dbpedia-entity|bm25|direct|setmaxheaptopk|0.3128
dbpedia-entity|bm25|largest_gap|judge|0.2483
dbpedia-entity|bm25|largest_gap|judge_expr|0.2648
dbpedia-entity|bm25|largest_gap|rankgpt|0.3122
dbpedia-entity|bm25|largest_gap|setmaxheaptopk|0.3128
dbpedia-entity|bm25|optimal_global|judge|0.2307
dbpedia-entity|bm25|optimal_global|judge_expr|0.244
dbpedia-entity|bm25|optimal_global|rankgpt|0.2601
dbpedia-entity|bm25|optimal_global|setmaxheaptopk|0.2771
dbpedia-entity|bm25|optimal_per_topic|judge|0.2661
dbpedia-entity|bm25|optimal_per_topic|judge_expr|0.2574
dbpedia-entity|bm25|optimal_per_topic|rankgpt|0.2951
dbpedia-entity|bm25|optimal_per_topic|setmaxheaptopk|0.2772
dbpedia-entity|bm25|quantile|judge|0.4018
dbpedia-entity|bm25|quantile|judge_expr|0.2984
dbpedia-entity|bm25|quantile|rankgpt|0.3612
dbpedia-entity|bm25|quantile|setmaxheaptopk|0.3025
dbpedia-entity|bm25|rank|judge|0.2206
dbpedia-entity|bm25|rank|judge_expr|0.1851
dbpedia-entity|bm25|rank|rankgpt|0.2216
dbpedia-entity|bm25|rank|setmaxheaptopk|0.2043
dbpedia-entity|bm25|thresholding|judge|0.239
dbpedia-entity|bm25|thresholding|judge_expr|0.2288
dbpedia-entity|bm25|thresholding|rankgpt|0.0
dbpedia-entity|bm25|thresholding|setmaxheaptopk|0.0
dbpedia-entity|bm25+judge|direct|judge|0.5067
dbpedia-entity|bm25+judge|direct|judge_expr|0.4627
dbpedia-entity|bm25+judge|direct|rankgpt|0.3815
dbpedia-entity|bm25+judge|direct|setmaxheaptopk|0.3718
dbpedia-entity|bm25+judge|largest_gap|judge|0.4945
dbpedia-entity|bm25+judge|largest_gap|judge_expr|0.4858
dbpedia-entity|bm25+judge|largest_gap|rankgpt|0.3815
dbpedia-entity|bm25+judge|largest_gap|setmaxheaptopk|0.3718
dbpedia-entity|bm25+judge|optimal_global|judge|0.432
dbpedia-entity|bm25+judge|optimal_global|judge_expr|0.4465
dbpedia-entity|bm25+judge|optimal_global|rankgpt|0.3416
dbpedia-entity|bm25+judge|optimal_global|setmaxheaptopk|0.3603
dbpedia-entity|bm25+judge|optimal_per_topic|judge|0.458
dbpedia-entity|bm25+judge|optimal_per_topic|judge_expr|0.4077
dbpedia-entity|bm25+judge|optimal_per_topic|rankgpt|0.3646
dbpedia-entity|bm25+judge|optimal_per_topic|setmaxheaptopk|0.3537
dbpedia-entity|bm25+judge|quantile|judge|0.5077
dbpedia-entity|bm25+judge|quantile|judge_expr|0.448
dbpedia-entity|bm25+judge|quantile|rankgpt|0.3921
dbpedia-entity|bm25+judge|quantile|setmaxheaptopk|0.3813
dbpedia-entity|bm25+judge|rank|judge|0.3605
dbpedia-entity|bm25+judge|rank|judge_expr|0.3272
dbpedia-entity|bm25+judge|rank|rankgpt|0.2789
dbpedia-entity|bm25+judge|rank|setmaxheaptopk|0.2888
dbpedia-entity|bm25+judge|thresholding|judge|0.4465
dbpedia-entity|bm25+judge|thresholding|judge_expr|0.4256
dbpedia-entity|bm25+judge|thresholding|rankgpt|0.0
dbpedia-entity|bm25+judge|thresholding|setmaxheaptopk|0.0
dbpedia-entity|bm25+judge_expr|direct|judge|0.5233
dbpedia-entity|bm25+judge_expr|direct|judge_expr|0.4907
dbpedia-entity|bm25+judge_expr|direct|rankgpt|0.4531
dbpedia-entity|bm25+judge_expr|direct|setmaxheaptopk|0.4495
dbpedia-entity|bm25+judge_expr|largest_gap|judge|0.506
dbpedia-entity|bm25+judge_expr|largest_gap|judge_expr|0.5174
dbpedia-entity|bm25+judge_expr|largest_gap|rankgpt|0.4531
dbpedia-entity|bm25+judge_expr|largest_gap|setmaxheaptopk|0.4495
dbpedia-entity|bm25+judge_expr|optimal_global|judge|0.4452
dbpedia-entity|bm25+judge_expr|optimal_global|judge_expr|0.4653
dbpedia-entity|bm25+judge_expr|optimal_global|rankgpt|0.3983
dbpedia-entity|bm25+judge_expr|optimal_global|setmaxheaptopk|0.4283
dbpedia-entity|bm25+judge_expr|optimal_per_topic|judge|0.4815
dbpedia-entity|bm25+judge_expr|optimal_per_topic|judge_expr|0.4899
dbpedia-entity|bm25+judge_expr|optimal_per_topic|rankgpt|0.4297
dbpedia-entity|bm25+judge_expr|optimal_per_topic|setmaxheaptopk|0.4233
dbpedia-entity|bm25+judge_expr|quantile|judge|0.5528
dbpedia-entity|bm25+judge_expr|quantile|judge_expr|0.5318
dbpedia-entity|bm25+judge_expr|quantile|rankgpt|0.4451
dbpedia-entity|bm25+judge_expr|quantile|setmaxheaptopk|0.4263
dbpedia-entity|bm25+judge_expr|rank|judge|0.3876
dbpedia-entity|bm25+judge_expr|rank|judge_expr|0.4178
dbpedia-entity|bm25+judge_expr|rank|rankgpt|0.3231
dbpedia-entity|bm25+judge_expr|rank|setmaxheaptopk|0.3303
dbpedia-entity|bm25+judge_expr|thresholding|judge|0.4604
dbpedia-entity|bm25+judge_expr|thresholding|judge_expr|0.4429
dbpedia-entity|bm25+judge_expr|thresholding|rankgpt|0.0
dbpedia-entity|bm25+judge_expr|thresholding|setmaxheaptopk|0.0
dbpedia-entity|bm25+point|direct|judge|0.4095
dbpedia-entity|bm25+point|direct|judge_expr|0.3577
dbpedia-entity|bm25+point|direct|rankgpt|0.3526
dbpedia-entity|bm25+point|direct|setmaxheaptopk|0.3639
dbpedia-entity|bm25+point|largest_gap|judge|0.3552
dbpedia-entity|bm25+point|largest_gap|judge_expr|0.3737
dbpedia-entity|bm25+point|largest_gap|rankgpt|0.3526
dbpedia-entity|bm25+point|largest_gap|setmaxheaptopk|0.3639
dbpedia-entity|bm25+point|optimal_global|judge|0.3305
dbpedia-entity|bm25+point|optimal_global|judge_expr|0.3532
dbpedia-entity|bm25+point|optimal_global|rankgpt|0.3182
dbpedia-entity|bm25+point|optimal_global|setmaxheaptopk|0.3544
dbpedia-entity|bm25+point|optimal_per_topic|judge|0.3694
dbpedia-entity|bm25+point|optimal_per_topic|judge_expr|0.3455
dbpedia-entity|bm25+point|optimal_per_topic|rankgpt|0.3568
dbpedia-entity|bm25+point|optimal_per_topic|setmaxheaptopk|0.3562
dbpedia-entity|bm25+point|quantile|judge|0.4695
dbpedia-entity|bm25+point|quantile|judge_expr|0.3912
dbpedia-entity|bm25+point|quantile|rankgpt|0.4091
dbpedia-entity|bm25+point|quantile|setmaxheaptopk|0.3848
dbpedia-entity|bm25+point|rank|judge|0.2826
dbpedia-entity|bm25+point|rank|judge_expr|0.2647
dbpedia-entity|bm25+point|rank|rankgpt|0.2785
dbpedia-entity|bm25+point|rank|setmaxheaptopk|0.2859
dbpedia-entity|bm25+point|thresholding|judge|0.3435
dbpedia-entity|bm25+point|thresholding|judge_expr|0.3265
dbpedia-entity|bm25+point|thresholding|rankgpt|0.0
dbpedia-entity|bm25+point|thresholding|setmaxheaptopk|0.0
dbpedia-entity|bm25+rankfirst|direct|judge|0.4788
dbpedia-entity|bm25+rankfirst|direct|judge_expr|0.4162
dbpedia-entity|bm25+rankfirst|direct|rankgpt|0.543
dbpedia-entity|bm25+rankfirst|direct|setmaxheaptopk|0.5462
dbpedia-entity|bm25+rankfirst|largest_gap|judge|0.4242
dbpedia-entity|bm25+rankfirst|largest_gap|judge_expr|0.439
dbpedia-entity|bm25+rankfirst|largest_gap|rankgpt|0.543
dbpedia-entity|bm25+rankfirst|largest_gap|setmaxheaptopk|0.5462
dbpedia-entity|bm25+rankfirst|optimal_global|judge|0.3869
dbpedia-entity|bm25+rankfirst|optimal_global|judge_expr|0.4061
dbpedia-entity|bm25+rankfirst|optimal_global|rankgpt|0.4616
dbpedia-entity|bm25+rankfirst|optimal_global|setmaxheaptopk|0.4915
dbpedia-entity|bm25+rankfirst|optimal_per_topic|judge|0.4376
dbpedia-entity|bm25+rankfirst|optimal_per_topic|judge_expr|0.4273
dbpedia-entity|bm25+rankfirst|optimal_per_topic|rankgpt|0.4714
